#,headAR,bodyAR,headDV,bodyDV,footAR,footDV,headEN-HDN,bodyEN-HDN
59,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٥٩ - اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ، وَشُكْرِكَ، وَحُسْنِ عِبادَتِكَ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! އިބަ ﷲ އަށް ޒިކުރުކުރުމާއި، އިބަ ﷲ އަށް ޝުކުރުކުރުމާއި އަދި އިބަ ﷲ އަށް ރިވެތިކޮށް އަޅުކަންކުރުމުގެ މައްޗަށް މި އަޅާއަށް މަދަދުކުރައްވާނދޭވެ!,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, help me to remember You, to give You thanks, and to perform Your worship in the best manner."
60,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٦٠ - اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْبُخْلِ، وَأَعوذُ بِكَ مِنَ الْجُبْنِ، وَأَعُوذُ بِكَ مِنْ أَنْ أُرَدَّ إِلَى أَرْذَلِ الْعُمُرِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الدُّنْيَا وَعَذَابِ الْقَبْرِ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! ބަޚީލުކަމުން ރައްކާތެރިކޮށްދެއްވުމަށް އެދި ހަމަކަށަވަރުން މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތަށް ދަންނަވަމެވެ. އަދި ފިނޑިކަމުން ރައްކައުތެރިކޮށްދެއްވުމަށްވެސް އެދި މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތަށް ދަންނަވަމެވެ. އަދި އެންމެ މުސްކުޅި އުމުރާ ހިސާބަށް (މީސްތަކުންނަށް މި އަޅާގެ ބުރައުފުލަންޖެހޭ އުމުރާ ހިސާބަށް) މި އަޅާ ވާސިލުވުމުން ރައްކައުތެރިކޮށްދެއްވުމަށްވެސް އެދި އިބަ ﷲ ގެ ހަޒްރަތަށް ދަންނަވަމެވެ. އަދި ދުނިޔޭގެ ފިތުނައިންނާއި، ކަށްވަޅުގެ އަޒާބުން ރައްކައުތެރިކޮށްދެއްވުމަށްވެސް އެދި އިބަ ﷲ ގެ ހަޒްރަތަށް ދަންނަވަމެވެ.,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, I seek Your protection from miserliness, I seek Your protection from cowardice, and I seek Your protection from being returned to feeble old age. I seek Your protection from the trials of this world and from the torment of the grave."
61,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٦١ - اللَّهُمَّ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَأَعُوذُ بِكَ مِنَ النَّارِ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! ހަމަކަށަވަރުން މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތުން ސުވަރުގެއަށް އެދިދަންނަވަމެވެ. އަދި އިބަ ﷲ ގެ ހަޒްރަތުން ނަރަކައިން ރައްކައުތެރި ކޮށްދެއްވުމަށްވެސް އެދި ދަންނަވަމެވެ.,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, I ask You for Paradise, and I seek Your protection from the Fire."
62,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٦٢ - اللَّهُمَّ بِعِلْمِكَ الغَيْبَ وَقُدْرَتِكَ عَلَى الْخَلقِ أَحْيِنِي مَا عَلِمْتَ الْحَيَاةَ خَيْراً لِي، وَتَوَفَّنِي إِذَا عَلِمْتَ الْوَفَاةَ خَيْراً لِي، اللَّهُمَّ إِنِّي أَسْأَلُكَ خَشْيَتَكَ فِي الْغَيْبِ وَالشَّهَادَةِ، وَأَسْأَلُكَ كَلِمَةَ الْحَقِّ فِي الرِّضَا وَالْغَضَبِ، وَأَسْأَلُكَ الْقَصْدَ فِي الْغِنَى وَالْفَقْرِ، وَأَسْأَلُكَ نَعِيماً لَا يَنْفَدُ، وَأَسْأَلُكَ قُرَّةَ عَيْنٍ لَا تَنْقَطِعُ، وَأَسْأَلُكَ الرِّضَا بَعْدَ الْقَضَاءِ، وَأَسْأَلُكَ بَرْدَ الْعَيْشِ بَعْدَ الْمَوْتِ، وَأَسْأَلُكَ لَذَّةَ النَّظَرِ إِلَى وَجْهِكَ، وَالشَّوْقَ إِلَى لِقائِكَ فِي غَيرِ ضَرَّاءَ مُضِرَّةٍ، وَلَا فِتْنَةٍ مُضِلَّةٍ، اللَّهُمَّ زَيِّنَا بِزِينَةِ الإِيمَانِ، وَاجْعَلْنَا هُدَاةً مُهْتَدِينَ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! އިބަ ﷲ ޣައިބު ދެނެވޮޑިގެންވާ ކަމުންނާއި، ޚަލްގު ކުރެއްވުމުގެ މައްޗަށް ކުޅަދުންވަންތަވެ ވޮޑިގެންވާކަމުން (މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތުން މިދަންނަވަނީ) މި އަޅާގެ ދިރިހުރުން މި އަޅާއަށްޓަކައި ހެޔޮވެގެންވާކަމަށް އިބަ ﷲ ދެނެވޮޑިގެންވާހައި ހިނދަކު މި އަޅާ ދިރިލަހައްޓަވާނދޭވެ! އަދި މަރުވުން މި އަޅާއަށްޓަކައި ހެޔޮވެގެންވާކަމަށް އިބަ ﷲ ދެނެވޮޑިގެންވަނީނަމަ، މި އަޅާގެ މަރުގަންނަވާނދޭވެ! ޔާ ﷲ! ހަމަކަށަވަރުން މި އަޅާއީ ޣައިބުގައާއި ހާޒިރުގައި އިބަ ﷲ އަށް ބިރުވެތިވާ މީހެއްކަމުގައި ލެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި ރުހުމުގައާއި ނުރުހުމުގައި ހައްގު ބަސްބުނުމުގެ ހެޔޮ ތައުފީގު ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި މުއްސަނދިކަމުގައާއި ފަގީރުކަމުގައި މެދުމިންވަރެއް ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި ނެތިދިއުމެއްނުވާ ނިއުމަތެއް ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި މެދުކެނޑުމެއްނުވާ ލޮލަށް ފިނިކަންދޭ އެއްޗެއް (ހިތްހަމަޖެހުމެއް) ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި ފައިސަލާއަށްފަހު (މިންވަރުފުޅަށް) ރުހޭމީހެއްކަމުގައި ލެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި މަރުވުމަށް ފަހު އަރާމު ދިރިއުޅުމެއް ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި ގެއްލުންދެނިވި ތަކުލީފަކާއި، މަގުފުރެދޭ ކަހަލަ ފިތުނައަކާ ނުލައި އިބަ ﷲ ގެ ދީދާރުފުޅަށް ބެލުމުގެ ފޮނިކަމާއި، އިބަ ﷲ އާ ބައްދަލުކުރުމުގެ ޝައުގުވެރިކަން ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. ޔާ ﷲ! އީމާންކަމުގެ ޒީނަތުން އަޅަމެން ޒީނަތްތެރިކުރައްވާނދޭވެ! އަދި ތެދުމަގުދައްކާ ބަޔަކު ކަމުގައްޔާއި، ތެދުމަގު ލިބިގެންވާ ބަޔަކު ކަމުގައި އަޅަމެން ލައްވާނދޭވެ!,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, by Your Knowledge of the unseen and by Your Power over creation, let me live if You know that life is good for me, and let me die if You know that death is good for me. O Allah, I ask You to grant me fear of You in private and in public. I ask you for the word of truth in times of contentment and anger. I ask You for moderation in wealth and in poverty. I ask you for blessings never ceasing and the coolness of my eye (i.e. pleasure) that never ends. I ask You for pleasure after Your Judgment and I ask You for a life of coolness after death. I ask You for the delight of gazing upon Your Face, and the joy of meeting You, without any harm and misleading trials befalling me. O Allah, dress us with the beauty of Faith and make us guides who are upon (correct) guidance."
63,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٦٣ - اللَّهُمَّ إِنِّي أَسْأَلُكَ يَا أَللَّهُ بِأَنَّكَ الْوَاحِدُ الْأَحَدُ الصَّمَدُ الَّذِي لَمْ يَلِدْ وَلَمْ يولَدْ، وَلَمْ يَكنْ لَهُ كُفُواً أَحَدٌ، أَنْ تَغْفِرَ لِي ذُنُوبِي إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِّيمُ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! އޭ ﷲ! އިބަ ﷲ އީ އެފަރާތަކަށް ބަފަޔަކު އަދި ދަރިއަކުނުވާ އަދި އެފަރާތަކާ އެއްފަދަ އެހެންއެއްވެސް ފަރާތެއްނުވާ، އެއްކައުވަންތަ، އެކަހެރިވެވޮޑިގެންވާ، އެފަރާތް އެހެން ފަރާތަކަށް ކަމަކަށް ބޭނުންވެވޮޑިގެންނުވާ، އެފަރާތަށް އެހެންފަރާތްތަކުން ކަންތައްތަކަށް ބޭނުންވާ ފަރާތެވެ. ހަމަކަށަވަރުން މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތުން މިބަސްފުޅު މެދުވެރިކޮށް މި އަޅާއަށް ފާފަފުއްސަވައިދެއްވުމަށް އެދި ދަންނަވަމެވެ. ހަމަކަށަވަރުން އިބަ ﷲ އީ ގިނަގިނައިން ފާފަފުއްސަވާ އޯގާވަންތަ އިލާހެވެ.,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, I ask You. O Allah, You are the One, the Only, Self-Sufficient Master, Who was not begotten and begets not, and none is equal to Him. Forgive me my sins, surely you are Forgiving, Merciful."
64,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٦٤ - اللَّهُمَّ إِنِّي أَسْأَلُكَ بِأَنَّ لَكَ الْحَمْدَ لَا إِلَهَ إِلاَّ أَنْتَ وَحْدَكَ لَا شَرِيكَ لَكَ، الْمَنَّانُ، يَا بَدِيعَ السَّمَوَاتِ وَالْأَرْضِ يَا ذَا الْجَلاَلِ وَالْإِكْرَامِ، يَا حَيُّ يَا قَيُّومُ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَأَعُوذُ بِكَ مِنَ النَّارِ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! ހަމަކަށަވަރުން މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތުން މިބަސްފުޅުތައް މެދުވެރިކޮށް އެދި ދަންނަވަމެވެ. ހަމަކަށަވަރުން އެންމެހާ ހަމްދާއި ތައުރީފެއް ލިބިވޮޑިގެންވަނީ އިބަ ﷲ އަށެވެ. އިބަ ﷲ ފިޔަވައި އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އިބަ ﷲ އީ އެއްކައުވަންތަ އިލާހެވެ. އިބަ ﷲ އަށް އެއްވެސް ބައިވެރިއަކުނުވެއެވެ. އިބަ ﷲ އީ ގިނަގިނައިން އިހުސާންތެރިވެވޮޑިގެންވާ ފަރާތެވެ. އޭ އުޑުތަކާއި ބިން ނެތުމުގެ ތެރެއިން އެންމެ ފުރަތަމަ ހެއްދެވި އިލާހެވެ! އޭ މަތިވެރިކަމާއި މާތްކަމުގެ ވެރި އިލާހެވެ! އޭ ދިރިދެމިވޮޑިގެންވާ އެންމެހާ ކަންކަމެއް ހިންގުމުގައި ގާއިމުވެވޮޑިގެންވާ އިލާހެވެ! ހަމަކަށަވަރުން މި އަޅާ، ސުވަރުގެ ދެއްވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ. އަދި ނަރަކައިން ސަލާމަތްކޮށްދެވުމަށް އެދި އިބަ ﷲ ގެ ހަޒްރަތުން ދަންނަވަމެވެ.,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, I ask You, as You are the Owner of praise, there is none worthy of worship but You alone, You have no partner. You are the Giver of all good. O Creator of the heavens and the earth, Owner of majesty and honor. O Living and Everlasting One, I ask you for Paradise, and I seek refuge in You from the fire."
65,٢٤ - الدُّعَاءُ بَعْدَ التَّشَهُّدِ الأَخِيرِ قَبْلَ السَّلاَمِ,٦٥ - اللَّهُمَّ إِنِّي أَسْأَلُكَ بِأَنَّي أَشْهَدُ أَنَّكَ أَنْتَ اللَّهُ لَا إِلَهَ إِلاَّ أَنْتَ الْأَحَدُ الصَّمَدُ الَّذِي لَمْ يَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُواً أَحَدٌ,𝟤𝟦 - ފަހު ތަޝައްހުދު (ތަހިއްޔާތު) އަށް ފަހު، ސަލާމް ދިނުމުގެ ކުރިން ކިޔާ ދުއާ,ޔާ ﷲ! ހަމަކަށަވަރުން މި އަޅާ އިބަ ﷲ ގެ ހަޒްރަތުން މިބަސްފުޅުތައް މެދުވެރިކޮށް އެދި ދަންނަވަމެވެ. ހަމަކަށަވަރުން އިބަ ﷲ އީ، ﷲ ކަމަށް މި އަޅާ ހެކިވަމެވެ. އިބަ ﷲ ފިޔަވައި އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކު ނުވެއެވެ. އިބަ ﷲ އީ އެފަރާތަކަށް ބަފަޔަކު އަދި ދަރިއަކުނުވާ އަދި އެފަރާތަކާ އެއްފަދަ އެހެން އެއްވެސް ފަރާތެއްނުވާ އެއްކައުވަންތަ، އެފަރާތް އެހެންފަރާތަކަށް ކަމަކަށް ބޭނުންވެވޮޑިގެންނުވާ، އެފަރާތަށް އެހެންފަރާތްތަކުން ކަންތައްތަކަށް ބޭނުންވާ ފަރާތެވެ.,,,𝟤𝟦 After the last tashahhud and before salam,"O Allah, I ask You, by the fact that I bear witness that You are Allah. There is none worthy of worship but You, the Only God, Independent of creation, Who was not begotten and begets not, and none is equal to Him."
66,٢٥ - الأَذْكَارُ بَعْدَ السَّلاَمِ مِنَ الصَّلاَةِ,٦٦ - أَسْتَغْفِرُ اللَّهَ (ثَلاَثَاً) اللَّهُمَّ أَنْتَ السَّلاَمُ، وَمِنْكَ السَّلاَمُ، تَبَارَكْتَ يَا ذَا الْجَلاَلِ وَالْإِكْرَامِ,𝟤𝟧 - ނަމާދުން ސަލާމް ދިނުމަށް ފަހު ކިޔާ ޒިކުރުތައް,މި އަޅާ، ﷲ ގެ ހަޒްރަތުން ފާފަފުއްސެވުމަށް އެދިދަންނަވަމެވެ. ޔާ ﷲ! އިބަ ﷲ އީ ސަލާމަތްކަންދޭ ފަރާތެވެ. އަދި ސަލާމަތްތެރިކަންވަނީ އިބަ ﷲ ގެ ހަޒްރަތުންނެވެ. އޭ މަތިވެރިކަމާއި މާތްކަމުގެ ވެރި އިލާހެވެ! އިބަ ﷲ މާތްވެ، މަތިވެރިވެވޮޑިގެންވެއެވެ.,,,𝟤𝟧 After salam,"I seek the forgiveness of Allah (three times). O Allah, You are Peace and from You comes peace. Blessed are You, O Owner of majesty and honor."
67,٢٥ - الأَذْكَارُ بَعْدَ السَّلاَمِ مِنَ الصَّلاَةِ,٦٧ - لَا إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ [ثلاثاً]، اللَّهُمَّ لَا مَانِعَ لِمَا أَعْطَيْتَ، وَلَا مُعْطِيَ لِمَا مَنَعْتَ، وَلَا يَنْفَعُ ذَا الْجَدِّ مِنْكَ الجَدُّ,𝟤𝟧 - ނަމާދުން ސަލާމް ދިނުމަށް ފަހު ކިޔާ ޒިކުރުތައް,ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކުނުވެއެވެ. އެ އިލާހު އެއްކައުވަންތައެވެ. އެ އިލާހަށް އެއްވެސް ބައިވެރިއަކުނުވެއެވެ. ހުރިހާ ވެރިކަމަކާއި ހުރިހާ ހަމްދެއް ލިބިވޮޑިގެންވަނީ އެ އިލާހަށެވެ. އަދި އެ އިލާހީ ހުރިހާ ކަމެއްގެ މައްޗަށް ކުޅަދުންވަންތަވެވޮޑިގެންވާ އިލާހެވެ. ޔާ ﷲ! އިބަ ﷲ ދެއްވާ އެއްޗެއް މަނާކުރާނެ ފަރާތެއް ނުވެއެވެ. އަދި އިބަ ﷲ މަނާކުރެއްވި އެއްޗެއް ދޭނެ އެހެންފަރާތެއްވެސް ނުމެވޭމެއެވެ. އަދި އެއްވެސް ގަދަރުވެރިޔަކަށް ނުވަތަ ނަސީބުވެރިޔަކަށް އޭނާގެ ގަދަރުވެރިކަން ނުވަތަ ނަސީބުވެރިކަން އިބަ އިލާހުގެ ހަޒްރަތުން އެއްވެސް ފައިދާއެއް ނުކޮށްދޭނެއެވެ. (ހަމައެކަނި ފައިދާކޮށްދޭ އެއްޗަކީ ސާލިހު އަމަލެވެ.),,,𝟤𝟧 After salam,"None has the right to be worshipped but Allah alone, He has no partner, His is the dominion and His is the praise, and He is Able to do all things. O Allah, there is none who can withhold what You give, and none may give what You have withheld, and the might of the mighty person cannot benefit him against You."
68,٢٥ - الأَذْكَارُ بَعْدَ السَّلاَمِ مِنَ الصَّلاَةِ,"٦٨ - لَا إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ، وَلَهُ الْحَمدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ. لَا حَوْلَ وَلَا قُوَّةَ إِلاَّ بِاللَّهِ، لَا إِلَهَ إِلاَّ اللَّهُ، وَلَا نَعْبُدُ إِلاَّ إِيَّاهُ, لَهُ النِّعْمَةُ وَلَهُ الْفَضْلُ وَلَهُ الثَّنَاءُ الْحَسَنُ، لَا إِلَهَ إِلاَّ اللَّهُ مُخْلِصِينَ لَهُ الدِّينَ وَلَوْ كَرِهَ الكَافِرُونَ",𝟤𝟧 - ނަމާދުން ސަލާމް ދިނުމަށް ފަހު ކިޔާ ޒިކުރުތައް,ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކުނުވެއެވެ. އެ އިލާހު އެއްކައުވަންތައެވެ. އެ އިލާހަށް އެއްވެސް ބައިވެރިއަކުނުވެއެވެ. ހުރިހާ ވެރިކަމަކާއި ހުރިހާ ހަމްދެއް ލިބިވޮޑިގެންވަނީ އެ އިލާހަށެވެ. އަދި އެ އިލާހީ ހުރިހާ ކަމެއްގެ މައްޗަށް ކުޅަދުންވަންތަވެވޮޑިގެންވާ އިލާހެވެ. ހެޔޮކަމެއްކުރުމުގެ ބާރެއްވެސް އަދި ނުބައިކަމަކުން ސަލާމަތްވުމުގެ ބާރެއްވެސް، ﷲ ގެ ހަޒްރަތުން މެނުވީ ނުވެއެވެ. ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކުނުވެއެވެ. އަދި އަޅަމެން އެ އިލާހަށް މެނުވީ އަޅުކަމެއް ނުކުރަމުއެވެ. ނިއުމަތާއި، ދަރުމައާއި، ރިވެތި ސަނާ ލިބިވޮޑިގެންވަނީ ހަމައެކަނި އެ އިލާހަށެވެ. ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެން އެއްވެސް އިލާހަކުނުވެއެވެ. އަދި ކާފިރުން ކިތަންމެ ނުރުހުނު ކަމުގައިވިޔަސް، އަޅަމެންނީ އެ އިލާހަށް އަޅުކަމާއި ދީން ޚާލިޞްކުރާ މީހުންނީމުއެވެ.,,,𝟤𝟧 After salam,"None has the right to be worshipped but Allah alone, He has no partner, His is the dominion and His is the praise and He is Able to do all things. There is no power and no might except by Allah. None has the right to be worshipped but Allah, and we do not worship any other besides Him. His is grace, and His is bounty, and to Him belongs the most excellent praise. None has the right to be worshipped but Allah. (We are) sincere in making our religious devotion to Him, even though the disbelievers may dislike it."
