translation,thafseer,title,note
އެބޭކަލުން ވިދާޅުވޫއެވެ. ތިޔަބައިމީހުންގެ ސުންޕާކަންވަނީ ތިޔަބައިމީހުންނާ އެކުގައެވެ. ތިޔަބައިމީހުންނަށް (حق ގޮތް) ހަނދާންކޮށްދެވުނަސް (އެއީ، ސުންޕާކަމެއް ކަމުގައި ބަލަނީ) ހެއްޔެވެ؟ އަދި ކިއެއްތަ! ތިޔަބައިމީހުންނީ (كافر ކަމުގައި) ހައްދުފަހަނަޅައިފައިވާ ބަޔެކެވެ. (19),ރަސޫލުބޭކަލުން އެބައިމީހުންނަށް ވިދާޅުވިއެވެ. ތިޔަބައިމީހުންނަށް ސުންޕާކަން ލިބުނީ ތިމަންބޭކަލުންގެ ސަބަބަކުން ނޫނެވެ. އެއީ ތިމަންބޭކަލުންގެ ފަރާތުން އައި ކަމެއް ނޫނެވެ. އަދިކިއެއްތަ، އެކަން އައީ ތިޔަބައިމީހުންގެ ކާފިރުކަމާއި، އުރެދުމާއި، ނުބައި ޢަމަލުތަކުގެ ސަބަބުންނެވެ. ތިމަންބޭކަލުން ތިޔަބައިމީހުންނަށް ނަސޭހަތްދެއްވައި، ހަނދާންކޮށްދެއްވައި، މާތް ﷲ އެއްކައުވަންތަކުރުމަށް ތިޔަބައިމީހުންނަށް ގޮވައިލެއްވުމުން ތިޔަބައިމީހުން ތިޔަ ދެނީ ތިމަންބޭކަލުން ހިލައިންތަޅައި މަރައި، ޢަޛާބުދޭނެކަމުގެ އިންޒާރެވެ. އިޙްސާންތެރިވެ، ރަޙްމާނުވަންތަ ރަސްކަލާނގެ މަގަށް ގޮވައިލުމުގެ ޖަޒާއަކީ އެއީހެއްޔެވެ؟ އަދިކިއެއްތަ، ޙަޤީޤަތުގައި ތިޔަބައިމީހުންނީ ފާފަކުރުމާއި އުރެދުމުގައި ޙައްދު ފަހަނައަޅައި ގޮސްފައިވާ ބައެކެވެ. ﴿أَئِن ذُكِّرْتُم﴾ މި ޝަރުޠުގެ ޖަވާބު ވަނީ އުނިކުރެވިފައެވެ. އެބަޔާއެކު މިޢިބާރާތް ފުރިހަމަވާނީ މިފަދައިންނެވެ. ތިމަންބޭކަލުން ތިޔަބައިމީހުންނަށް ހަނދާންކޮށްދެއްވުމުން ތިޔަބައިމީހުންވީ ތިމަންބޭކަލުން ޤަތުލުކުރަން ހެއްޔެވެ؟ މި ވާހަކަ ކުރިއަށް ގޮސް، ދެން މިއަންނަނީ މުއުމިން ފިރިހެނަކު ކަމުގައިވާ ޙަބީބުއްނައްޖާރުގެ ވާހަކައެވެ. އޭނާ ހުރީ ރަސޫލުބޭކަލުންގެ ދަޢުވަތު އަހައި އެއަށް އިޖާބަދީގެންނެވެ. އެބައިމީހުން ރަސޫލުބޭކަލުންނަށް އިންޒާރުދޭން ފެށުމުން އޭނާގެ ޤައުމަށް މާތް ﷲގެ ޢަޛާބެއް އަތުވެދާނެތީ އޭނާ ބިރުގަތެވެ. އެހެންކަމުން، އެބައިމީހުންނަށް ނަސޭހަތްދީ ހަނދާންކޮށްދިނުމަށް އޭނާ ދުވަމުން އެބައިމީހުންގެ ގާތަށް އައެވެ.,,
އެރަށުގެ އެންމެ ދުރުފަރާތުން މީހަކު ދުވަމުން އައިސް ބުންޏެވެ. އޭ އަހުރެންގެ قوم ގެމީހުންނޭވެ! ތިޔަބައިމީހުން އެ رسول ންނަށް تبع ވާށެވެ! (20),އޭނާ އެބައިމީހުންނާ މުޚާޠަބުކުރަންފެށީ ﴿يَـٰقَوْمِ﴾ (އޭ އަހަރެންގެ ޤައުމުގެ މީހުންނޭ) ބުނެއެވެ. ނަސޭހަތް ޤަބޫލުކުރުމަށް އެބައިމީހުންގެ ހިތްތައް ލެންބުމަށާއި، އޭނާ އެބައިމީހުންނަށް ހެޔޮގޮތް މެނުވީ ނޭދޭކަން އެންގުމަށެވެ. އޭނާ އެބައިމީހުންގެ ގާތަށް އައީ ރަށުގެ އެންމެ ދުރު ހިސާބުން ދުވަމުންނެވެ. އެބައިމީހުން ރަސޫލުން ޤަތުލުކޮށްފިއްޔާ އެބައިމީހުންގެ މައްޗަށް މާތް ﷲގެ ޢަޛާބު އަތުވެދާނެތީ ބިރުންނެވެ. އެހެންކަމުން އޭނާގެ ޤައުމުގެ މީހުންނާ މުޚާޠަބުކޮށް އޭނާ ބުންޏެވެ. ހެވާއި، ސީދާމަގަށް ތިޔަބައިމީހުންނަށް ގޮވައިލައްވާ މާތް ރަސޫލުންނަށް ތިޔަބައިމީހުން ތަބަޢަވާށެވެ.,,
ތިޔަބައިމީހުންގެ ކިބައިން، އެއްވެސް އުޖޫރައަކަށް ނޭދޭބަޔަކަށް ތިޔަބައިމީހުން تبع ވާށެވެ! އަދި އެއުރެންނީ ތެދުމަގު ލިބިގެންވާ ބަޔެކެވެ. (21),ތިޔަބައިމީހުންނަށް މާތް ﷲގެ މަގަށްގޮވައިލެއްވުމަށް އެއްވެސް އުޖޫރައެއް ނުނަންގަވާ ތެދުވެރި، އިޚްލާޞްތެރި އެ ރަސޫލުންނަށް ތިޔަބައިމީހުން ތަބަޢަވާށެވެ. ތިޔަބައިމީހުންނަށް ގޮވައިލެއްވުމުގައި އެބޭކަލުން ވަނީ އެއްކައުވަންތަކުރުމާއި އީމާންކަމުގެ މައްސަލައިގައި ހިދާޔަތާއި، ފުރިހަމަ ވިސްނުމުގެ މަތީގައެވެ. އަލްޤުރްޠުބީ ވިދާޅުވިއެވެ. ޙަބީބުއްނައްޖާރު އޭ ކިއުނު އެމީހާއަށް ހުރީ ޖުޒާމް ބަލި ޖެހިފައެވެ. އޭނާގެ ގެ ހުރީ ރަށުގެ އެންމެ ދުރު ދޮރާށްޓާ ކައިރީގައެވެ. އޭނާ ބުދަށް އަޅުކަންކުރުން މަތީ ހަތްދިހަ އަހަރު ހޭދަކުރިއެވެ. އެތަކެތި އޭނާއަށް އިޖާބަދީ އޭނާގެ ދަތިކަން ފިލުވައިދޭތޯއެވެ. އެހެނަސް، އެތަކެތި އޭނާއަށް އިޖާބައެއް ނުދިނެވެ. ދެން ރަސޫލުން ވަޑައިގެން އޭނާއަށް މާތް ﷲގެ މަގަށް ދަޢުވަތު ދެއްވުމުން އޭނާ އެބޭކަލުންނަށް ދެންނެވިއެވެ. ތިޔަބޭކަލުންގެ ދަޢުވާ ތެދުކަމަށް ދަލީލުކުރާ އެއްވެސް ދަލީލެއް ވޭހެއްޔެވެ. އެބޭކަލުން ވިދާޅުވިއެވެ. ތިމަންބޭކަލުންގެ ވެރިރަސްކަލާނގެއަށް ތިމަންބޭކަލުން ދުޢާ ދެންނެވުމުން އެކަލާނގެ ތިބާއަށް ޖެހިފައިވާ ދަތިކަން ފިއްލަވާނެއެވެ. އޭނާ ދެންނެވިއެވެ. ތިޔައީ ޙައިރާންވާ ވަރުގެ ކަމެކެވެ. ތިޔަބައިމީހުންގެ ވެރިރަސްކަލާނގެ އެންމެ ހެނދުނަކުން އެކަމުން ސަލާމަތްކުރައްވާނީ ކިހިނެއް ހެއްޔެވެ؟ އެބޭކަލުން ވިދާޅުވިއެވެ. ތިމަންބޭކަލުންގެ ވެރިރަސްކަލާނގެއީ އެކަލާނގެ އިރާދަކުރައްވާ ކޮންމެ ކަމަކަށް ކުޅަދުންވަންތަ ރަސްކަލާނގެއެވެ. ތިޔަ ބުދުތަކަކީ އެއްވެސް ފައިދާއެއް އަދި އެއްވެސް ގެއްލުމެއް ނުދެވޭ ތަކެއްޗެވެ. ދެން، އޭނާ އީމާންވުމުން އެބޭކަލުން ދުޢާ ދެންނެވިއެވެ. އެހިނދު މާތް ﷲ އޭނާގެ މުޞީބާތް ދުރުކުރައްވައި އޭނާގެ ބަލި ފަސޭހަކޮށްދެއްވިއެވެ. ދެން، އޭނާގެ ޤައުމުގެ މީހުން ރަސޫލުން ޤަތުލުކުރަން އުޅުމުން އޭނާ ދުވެފައި އައީއެވެ. އޭނާގެ ޤައުމުގެ މީހުންނަށް ހަނދާންކޮށްދީ، މާތް ﷲގެ ޢަޛާބާ މެދު އެބައިމީހުންނަށް އިންޒާރުކުރުމަށް ފަހު، އެނާގެ އަމިއްލަ ނަފުސާއި، އޭނާ އީމާންވި ސަބަބުތަކާ ބެހޭގޮތުން ވާހަކަދައްކަން އޭނާ ފެއްޓިއެވެ. އޭނާ އެބައިމީހުންނާ ވާހަކަ ދެއްކީ އަމިއްލަ ނަފުސަށް ނަސޭހަތްދޭ ފަދައިން އޯގާތެރިކަމާ އެކު، ޙިކުމަތްތެރި ގޮތެއްގައެވެ. ހައްދަވައި ރިޒުޤުދެއްވާ ރަސްކަލާނގެއަށް އަޅުކަން ނުކުރާތީ އެބަމީހުންނަށް ނުރުހި ނުސީދާކޮށް ހަރުކަށިބަސް ވެސް ބުނަމުންނެވެ. އޭނާ ބުންޏެވެ.,,
އަދި އިސްވެދިޔަ مثال އަކާ ނުލައި، ތިމަން އުފެއްދެވި ކަލާނގެއަށް ތިމަން އަޅުކަން ނުކުރަންވީ ކީއްވެގެން ހެއްޔެވެ؟ އަދި ތިޔަބައިމީހުން رجوع ކުރައްވާހުށީ އެކަލާނގެ حضرة އަށެވެ. (22),އިސްވެދިޔަ މިސާލެއް ނެތި، އެންމެ ފުރިހަމަ ގޮތުގައި އަހުރެން ހައްދަވައި އަހުރެން ވުޖޫދަށް ގެންނަވައި، އެކަލާނގެ ފަޟްލުވަންތަކަމާއި ދީލަތިކަމުން އަހުރެން ބޮޑުކުރެއްވި ރަސްކަލާނގެއަށް އަހުރެން އަޅުކަން ނުކުރަންވީ ކީއްވެ ހެއްޔެވެ؟ ޤައުމުގެ މީހުންނޭވެ! ތިޔަބައިމީހުން މަރުވެ ފަނާވެދިއުމަށްފަހު، ޙިސާބުބެއްލެވުމަށާއި ޖަޒާދެއްވުމަށް ތިޔަބައިމީހުން އެނބުރިދާނީ އެކަލާނގެ ޙަޟްރަތަށެވެ.,,
އެކަލާނގެ ފިޔަވައި އެހެން إله ންތަކެއް ތިމަން ހިފަންވީ ހެއްޔެވެ؟ رحمن ވަންތަ ރަސްކަލާނގެ، ތިމަންނާއަށް ގެއްލުމަކަށް އިރާދަކުރައްވާނަމަ، އެތަކެތީގެ شفاعة ތެރިކަމުން ތިމަންނާއަށް އެއްވެސްކަމެއް ފުއްދައެއް ނުދެވޭނެތެވެ. އަދި އެތަކެއްޗަށް ތިމަން ސަލާމަތެއްވެސް ނުމެކުރެވޭނޭމެއެވެ. (23),އަހުރެންގެ ކުޅަދުންވަންތަ، މަތިވެރި، ޚާލިޤުވަންތަ ރަސްކަލާނގެ ދޫކޮށް، އަޑު ނީވޭ، ފައިދާއެއް ކޮށްނުދޭ، އެއަށް އަޅުކަންކުރާ މީހުންނަށް އެއްވެސް ކަމެއް ކޮށްނުދޭ ބުދުތަކާއި ހިލައިގެ ކަލާނގެތަކަކަށް އަހުރެން އަޅުކަންކުރަންވީ ހެއްޔެވެ؟ އެ ކަލާނގެތައް ބަލިކަށިވެފައި ނިކަމެތިކަމުން، އަހުރެންގެ ވެރިރަސްކަލާނގެ އަހުރެންނަށް ގެއްލުމެއް ދެއްވަން އިރާދަކުރައްވައިގެން، އެތަކެތި އަހުރެންނަށްޓަކައި ޝަފާޢަތްތެރިވިޔަސް، އޭގެ ޝަފާޢަތުން އަހުރެންނަށް ކުރާނެ ފައިދާއެއް ނެތެވެ. އަދި އެތަކެއްޗަށް އަހުރެން ސަލާމަތްކުރުމުގެ ކުޅަދާނަކަން ލިބިގެން ނުވެއެވެ. އެތަކެތި އެކަންކުރާނީ ކިހިނެއް ހެއްޔެވެ؟ އެއީ ބީރު، މަންމަން، ތަކެއްޗެވެ. އެއަށް އަޑެއް ނީވެއެވެ. އިޖާބައެއް ނުދެއެވެ.,,
އެހެންވެއްޖެނަމަ، ހަމަކަށަވަރުން، ތިމަންވާހުށީ ފާޅުވެގެންވާ މަގުފުރެދުމެއްގައިކަން ކަށަވަރެވެ. (24),މާތް ﷲ ފިޔަވައި އެހެން ފަރާތަކަށް އަޅުކަންކޮށް، ބުދުތަކަކީ އެކަލާނގެ ފިޔަވައި ކަލާނގެތަކެއް ކަމުގައި ހަދައިފިނަމަ އަހުރެންވާހުށީ ފާޅުކަން ބޮޑު ސާފު ގެއްލެނިވުމެއްގައެވެ. އެ ނަސޭހަތާއި ހަނދާންކޮށްދިނުމަށްފަހު، އެންމެންގެ ކުރިމަތީގައި އޭނާގެ އީމާންކަން ފާޅުކުރިއެވެ. އޭނާ ބުންޏެވެ.,,
ހަމަކަށަވަރުން، ތިމަން ތިޔަބައިމީހުންގެ ވެރިރަސްކަލާނގެއަށް إيمان ވެއްޖައީމެވެ. ފަހެ، ތިޔަބައިމީހުން ތިމަންގެ ބަސްއަހާށެވެ! (25),ތިޔަބައިމީހުން ހެއްދެވި ތިޔަބައިމީހުންގެ ވެރިރަސްކަލާނގެއަށް އަހުރެން އީމާންވެއްޖައީމެވެ. ފަހެ، ތިޔަބައިމީހުން އަހުރެންގެ ވާހަކަ އަޑުއަހައި އަހުރެންގެ ނަސޭހަތަށް އަމަލުކުރާށެވެ. އަދި މާތް ﷲގެ ރަސޫލުންނަށް އީމާންވާށެވެ. އޭނާ އެބައިމީހުންގެ ކުރިމަތީގައި އޭނާގެ އީމާންކަން ފާޅުކުރުމުން، އެބައިމީހުން އެއްފަހަރާ އޭނާއަށް ޙަމަލާދީ އޭނާގެ ގައި މައްޗަށް ފައިން އަރައި އޭނާ މަރައިލިއެވެ. އޭނާ މަރުވުމުން މާތް ﷲ އޭނާ ނިޢުމަތުގެ ސުވަރުގެއަށް ވެއްދެވިއެވެ. އޭނާ ދަނީ އެތަނުގެ ނިޢުމަތްތަކުގެ އުފާ ލިބިގަންނަމުންނެވެ.,,
-,-,,
އަންގަވާނެތެވެ. ތިބާ ސުވަރުގެއަށް ވަންނާށެވެ! އޭނާ ބުނާނެތެވެ. ތިމަންގެ ވެރިރަސްކަލާނގެ ތިމަންނާއަށް ފާފަފުއްސަވައި، މާތްކުރައްވާފައިވާ މީހުންގެ ތެރެއިން، އެކަލާނގެ ތިމަން ލެއްވިގޮތް، ތިމަންގެ قوم ގެމީހުން ދަންނާނެނަމަ ކިހާރަނގަޅުހެއްޔެވެ؟ (26-27),"އެބައިމީހުން އޭނާ މެރުމުން އޭނާގެ ވެރިރަސްކަލާނގެ އޭނާއަށް ވަޙީކުރެއްވިއެވެ. ހެޔޮލަފާ ޝަހީދުންނާއެކު ސުވަރުގެއަށް ވަންނާށެވެ. އެތަނުން ލިބުނު ނިޢުމަތާ، މާތްކަން އޭނާއަށް ފެނުމުން އޭނާ ބުންޏެވެ. މާތް ﷲ އަހުރެންނަށް ދެއްވި މާތްކަން އަހުރެންގެ ޤައުމުގެ މީހުންނަށް ފެންނާނެ ނަމައެވެ. އެކަލާނގެ ފަޟްލުވަންތަވެވޮޑިގެން، ދާއިމީ ނިޢުމަތް ދެއްވައި، އަހުރެން އީމާންވެ، މާތް ﷲގެ ރަސޫލުންނަށް ތަބަޢަވުމުން އަހުރެންގެ ފާފަފުއްސަވައިދެއްވިއެވެ. އިބްނު މަސްޢޫދު ވިދާޅުވިއެވެ. ""އޭނާގެ ގޮހޮރު ބޭރުވަންދެން އެބައިމީހުން އޭނާގެ ގަޔަށް ފައިން އެރިއެވެ. ދެން މާތް ﷲ އޭނާއަށް ވަޙީކުރެއްވިއެވެ. ﴿ٱدْخُلِ ٱلْجَنَّةَ﴾ (ތިބާ ސުވަރުގެއަށް ވަންނާށެވެ.) ދެން އޭނާ އެތަނަށް ވަނެވެ. އޭނާ އަށް އެތަނުން ރިޒުޤު ލިބެއެވެ. ފަހެ، މާތް ﷲ ވަނީ އޭނާގެ ކިބައިން ދުނިޔޭގެ ބަލިމަޑުކަމާއި، ހިތާމައާއި، ވަރުބަލިކަން ގެންދަވާފައެވެ."" އިބްނު ޢައްބާސް ވިދާޅުވިއެވެ. ""އޭނާގެ ޤައުމަށް އޭނާ ދިރިހުރި ޙާލުގައްޔާއި މަރުވެފައިވާ ޙާލުގައި ނަސޭހަތްދިނެވެ. ދެން، އެއަބާއްޖަވެރި ފާފަވެރިން ދަންނާށެވެ. ފަހެ، އެބައިމީހުންވީ މާތް ﷲ އެބައިމީހުން ނެތިކުރެއްވުމަށް އުޑުން މަލާއިކަތުން ފޮނުއްވާވަރަށް ވުރެވެސް ދެރަ ނިކަމެތި ބައެއް ކަމުގައެވެ.""",,
އޭނާއަށްފަހު، ތިމަންރަސްކަލާނގެ އޭނާގެ قوم ގެމީހުންގެ މައްޗަށް އުޑުން (ملائكة ންގެ) لشكر އެއް ބާވައެއް ނުލައްވަމެވެ. އަދި ތިމަންރަސްކަލާނގެ (އެފަދަ لشكر އެއް) ބާވައިލައްވާކަށް އިރާދައެއް ނުކުރައްވަމެވެ. (28),މިއީ އެބައިމީހުން ދެރަކޮށްލުމެވެ. އަދި އެބައިމީހުންގެ ދަރަޖަ ދަށްކޮށްލުމެވެ. މާނައީ: އެބައިމީހުން ނެތިކޮށްލެއްވުމަށް އުޑުން މަލާއިކަތުން ބާވައިލައްވާކަށް ތިމަންރަސްކަލާނގެއަށް ޖެހިވޮޑިއެއް ނުގަންނަވައެވެ. އަދި މަލާއިތުން ބާވައިލައްވާކަށް ތިމަންރަސްކަލާނގެ އިރާދައެއް ވެސް ނުކުރައްވަމެވެ. އެއީ، ތިމަންރަސްކަލާނގެ ޙަޟްރަތުގައި އެބައިމީހުން އެއަށްވުރެ ނިކަމެތި ދެރަ ބަޔަކަށް ވާތީއެވެ.,,
އެއުރެންގެ عقوبات އަކީ ބިރުވެރި އެންމެ އަޑެއް ކަމުގައި މެނުވީ ނުވެއެވެ. ފަހެ، އެހާރުން، މަރުވެ ހިމޭންވެފައިވާ ބަޔަކު ކަމުގައި އެއުރެންވޫއެވެ. (29),އެބައިމީހުންގެ ޢަޛާބަކީ ގަދަފަދަ އެންމެ އަޑެއްކަމުގައި މެނުވީ ނުވެއެވެ. އެބައިމީހުންނަށް އިއްވަވަން ހަޅޭއްފުޅުލެއްވީ ޖިބްރީލު عليه السلام އެވެ. އެއަޑާއެކު އެބައިމީހުންގެ ހަށިތަކުގެ ޙަރަކާތްހުއްޓި މަރުވެގެން އެބައިމީހުން ވެއްޓުނެވެ. ނިވިފައިވާ އަލިފާންގަނޑެއް ފަދައިންނެވެ. މިބަސްފުޅުން އިޝާރާތްކުރައްވަނީ އެބައިމީހުން އެއްކޮށް ނެތިދިއުމަށެވެ.,,
އަޅުތަކުންގެ މައްޗަށްހުރި ހިތާމައެއްގެ ބޮޑުކަމާއެވެ! އެބޭކަލަކަށް އެއުރެން ފުރައްސާރަކުރާގޮތުގައި މެނުވީ، އެއުރެންގެ ގާތަށް އެއްވެސް رسول އަކު ވަޑައެއްނުގަންނަވަތެވެ. (30),މާތް ﷲގެ ރަސޫލުން ދޮގުކޮށް، އެކަލާނގެ އެއްކައުވަންތަކަން ޤަބޫލުކުރަން ދެކޮޅު ހެދިމީހުންގެ މައްޗަށް ހުރި ހިތާމައެއްގެ ބޮޑުކަމާއެވެ. އެބައިމީހުން އެބޭކަލަކަށް ފުރައްސާރަކޮށް މަލާމާތްނުކުރާ ރަސޫލުބޭކަލަކު އެބައިމީހުންގެ ގާތަށް ވަޑައިނުގަންނަވައެވެ. އެހެންކަމުން އެބައިމީހުންގެ މައްޗަށް ހިތާމަކުރުން ޙައްޤުވެގެން ވެއެވެ. الحسرة އަކީ ވޭންދެނިވިކަމެއް ދިމާވުމުން ހިތާމައިން ހިތްދަތިވުމެވެ. މާތް ﷲ އަޅުތަކުންގެ މައްޗަށް ހިތާމަނުކުރައްވާނެއެވެ. އެކަލާނގެ ބަޔާންކުރައްވަނީ އެއަނިޔާވެރިންގެ ޙާލުގެ މައްޗަށް އިންސާނުން ހިތާމަކުރުން ޙައްޤުވެގެންވާ ކަމެވެ. އިބްނު ކަޘީރު ވިދާޅުވިއެވެ. މާނައީ އަޅުންތަކުންގެ މައްޗަށް އެބައިމީހުން ކުރާ ހިތާމައިގެ ބޮޑުކަމާއެވެ. ޤިޔާމަތްދުވަހު އެބައިމީހުންނަށް ޢަޛާބު ފެނުމުން ދެރަވެ ކުރާނެ ހިތާމައިގެ ބޮޑުކަމާއެވެ. މައްކާގެ މުޝްރިކުންނަށް މިސާލުޖެއްސެވުމަށްފަހު، ދެން މާތް ﷲ މިވަނީ އެބައިމީހުންގެ ކުރިން އިސްވެދިޔަ ދޮގުކުޅަމީހުންގެ ވާހަކަތަކުން އެބައިމީހުން އިބްރަތް ހާސިލްކޮށް ނަސޭހަތް ލިބިނުގަންނާތީ އެބައިމީހުންނަށް ރުހިވޮޑިނުގެން ބަސްވަޙީކުރައްވާފައެވެ. އެކަލާނގެ ވަޙީކުރައްވަނީ,,
