ayahW2W,ayahDV
خَتَمَ اللَّهُ = ﷲ ސިއްކަޖެއްސެވިއެވެ. عَلَىٰ قُلُوبِهِمْ = އެމީހުންގެ ހިތްތަކުގެމަތީގައި. وَعَلَىٰ سَمْعِهِمْ = އަދި އެމީހުންގެ އިވުންތަކުގެ މަތީގައްޔާއި / ކަންފަތްތަކުގެ މަތީގައްޔާ. وَعَلَىٰ أَبْصَارِهِمْ = އަދި އެމީހުންގެ ލޯތަކުގެ މަތީގައިވެއެވެ. غِشَاوَةٌ = ނިވަލެއް / ހުރަހެއް / މަތިގަނޑެއް. وَلَهُمْ = އަދި އެމީހުންނަށް ހުރީ. عَذَابٌ عَظِيمٌ = ބޮޑުވެގެންވާ عَذَاب އެވެ.,"(7) އެމީހުންގެ ހިތްތަކުގެމަތީގައި (އެހިތްތަކަށް ހެޔޮއެއްޗެއް ނުވިސްނޭނޭގޮތުން) ﷲ ވަނީ ސިއްކަޖައްސަވާ ބަންދުކުރައްވާފައެވެ. އަދި އެމީހުންގެ އިވުންތަކުގެ މަތީގައިވެސް އެވަނީ އެފަދައިން ބަންދުކުރައްވާފައެވެ. (އެއީ حَقُّ ތެދުއެއްޗެއް ނުއިވޭނޭގޮތުންނެވެ.) އަދި އެމީހުންގެ ލޯތަކުގެ މަތީގައި (ރަނގަޅު ތެދުގޮތް ނުފެންނާނޭގޮތުން) އެވަނީ ހުރަހެއްލައްވާފައެވެ. ނުވަތަ މަތިގަނޑެއް ޖައްސަވާފައެވެ. (قِيَامَة ދުވަހުން) ކަނޑައެޅިގެން އެމީހުންނަށް ހުރީ ބޮޑުވެގެންވާ عَذَاب އެވެ.
• ދަންނައެވެ. ކީރިތި قُرْآنُ ގައި عَامّ ކޮށް ވާހަކަދެކެވިފައިވަނީ އިންސާނުން ކުރެ ތިންބައެއްގެ މައްޗަށެވެ. އެތަނުން ފުރަތަމަބަޔަކީ، تَقْوَى ވެރިންނެވެ. އެމީހުންނާބެހޭ إجمالي ވާހަކަކޮޅެއް އެވަނީ މިސޫރަތް ފެށުނުތަނުން ފަސްވަނަ އާޔަތުގެ ނިޔަލަށެވެ. مُفْلِحُونَ ވީނަތަށެވެ.
• ދެވަނަބަޔަކީ ސީދާ (އޮރިޖިނަލް) ކާފަރުންނެވެ. އެމީހުންގެ ކަންތައް ހުންނަގޮތާއި އަދި އެމީހުންނަށް ހުންނާނެ عَذَاب ގެ ވާހަކައިގެ خُلاَصَة އެވަނީ ހަވަނަ އާޔަތާއި ހަތްވަނަ އާޔަތުގައެވެ.
• ތިންވަނަބަޔަކީ مُنَافِقُ ންނެވެ. އަށްވަނަ އާޔަތުން އެބަހީ: وَمِنَ النَّاسِ مَنْ يَقُولُ آمَنَّا بِﷲ މިތަނުން ފެށިގެން ގާތްގަނޑަކަށް ވިހިވަނަ އާޔަތުގެ ނިޔަލަށް އެވަނީ އެމީހުންނާބެހޭގޮތުން އިޖްމާލީ خُلاَصَة އެކެވެ. އެމީހުންގެ ނުރައްކާ ކަމާއިއެމީހުންގެ ދެފުށްދެގޮތްކަމުން އެމީހުންނާބެހޭ مُقَدِّمة ވެސް ދިގުކޮށްވާކަމުގައި ފެނެއެވެ. ދެން މި ތަރުޖަމާކުރާ ހިސާބުން ފެށިގެން އެވަނީ އެވާހަކަތަކެވެ."
وَمِنَ النَّاسِ = އަދި މީސްތަކުންގެ ތެރޭން ވެއެވެ. مَن يَقُولُ = ބުނާމީހުން. آمَنَّا بِاللَّهِ = އަހުރެމެން ﷲއަށް އީމާންވެއްޖައީމުއެވެ. وَبِالْيَوْمِ الْآخِرِ = އަދި آخرة ދުވަހަށާއި. وَمَا هُم = އަދި އެމީހުން ނުވެއެވެ. بِمُؤْمِنِينَ = މުއުމިނުންކަމުގައި.,(8) ﷲ އަށާއި آخرة ދުވަހަށް އަހުރެމެން އީމާންވެއްޖައީމުއޭ ބުނާމީހުން މީސްތަކުންގެތެރޭގައި ވެއެވެ. (އޭގެ ޖަވާބުގައި ﷲ خَبَر ދެއްވަނީ) އަދި އެމީހުން މުއުމިނުންކަމުގައިވެސް ނުވެއެވެ.
يُخَادِعُونَ اللَّهَ = އެމީހުން ﷲ އަށް މަކަރުހަދަނީއެވެ. / ކެހިދެނީއެވެ. / އޮޅުވައިލަނީއެވެ. وَالَّذِينَ آمَنُوا = އަދި އީމާންވީ މީސްތަކުންނަށާއި. وَمَا يَخْدَعُونَ = އަދި އެމީހުން މަކަރުނުހަދައެވެ. (އެބަހީ: އެމަކަރުގެ ގެއްލުން ނުވެއެވެ.) إِلَّا أَنفُسَهُمْ = އެމީހުންގެ ނަފްސުތަކަށް މެނުވީ. وَمَا يَشْعُرُونَ = އަދި އެގޮތް އެމީހުންނަށް ކުޑަކޮށްވެސް ނޭނގެއެވެ. / إحساس ނުވެއެވެ.,(9) އެމީހުން ﷲ އަށާއި އަދި އީމާންވެގެންވާމީހުންނަށް (އެމީހުންހިތުން) މަކަރުހަދަނީއެވެ. އޮޅުވައިލަނީއެވެ. އަދި އެމީހުން އެހަދާ މަކަރާ އޮޅުވައިލުމުގެ ގެއްލުންވަނީ ހަމައެމީހުންގެ އަމިއްލަ نفس ތަކަށެވެ. އަދި އެމީހުންނަށް އެކަން إحْسَاس ވެސް ނުކުރެވެއެވެ.
فِي قُلُوبِهِم مَّرَضٌ = އެމީހުންގެ ހިތްތަކުގައިވަނީ (ޝައްކާއި ވަހުމްގެ) ބަލިމަޑުކަމެކެވެ. فَزَادَهُمُ اللَّهُ = ފަހެ ﷲ تعالى އެމީހުންނަށް އިތުރުކުރައްވާށިއެވެ. مَرَضًا = ބަލިމަޑުކަން. وَلَهُمْ عَذَابٌ أَلِيمٌ = އަދި އެމީހުންނަށް ހުންނަހުށީ ވޭންދެނިވި عَذَاب އެވެ. بِمَا كَانُوا يَكْذِبُونَ = އެމީހުން ދޮގުހަދާކަމުގެ ސަބަބުން.,(10) އެމީހުންގެ ހިތްތަކުގައި އެވަނީ (ﷲ އާއިމެދު ޝައްކާއި وَهُمْ ގެ) ބަލިމަޑުކަމެކެވެ. އަދި ﷲ تعالى އެމީހުންނަށް ބަލިމަޑުކަން އިތުރުކުރައްވާށިއެވެ. އަދި އެމީހުން ދޮގުހަދާކަމުގެ ސަބަބުން އެމީހުންނަށް قِيَامَة ދުވަހުންވަނީ ވޭންދެނިވި عَذَاب އެކެވެ.
وَإِذَا قِيلَ لَهُمْ = އަދި އެމީހުންނަށް ބުނެވިއްޖެއްޔާ. لَا تُفْسِدُوا = ކަލޭމެން ފާސިދުނުކުރާށެވެ. / ކަލޭމެން ﷲ ގެ ކިޔަމަނުން ބޭރުނުވާށޭ. فِي الْأَرْضِ = ބިމުގައި. قَالُوا = އެމީހުން ބުންޏެވެ. / އެމީހުން ބުނެއެވެ. إِنَّمَا نَحْنُ = އަހުރެމެންވާކަން ކަށަވަރީ. مُصْلِحُونَ = އިޞްލާޙު ކުރާމީހުން ކަމުގައެވެ. (މިއީ މިހާރު އެމެރިކާއާއި އެބާބުގެމީހުންގެ ވައްތަރެވެ.),(11) އަދި އެމީހުންނަށް ކަލޭމެން ބިމުގައި ފަސާދަނުކުރާށޭ (ﷲ އަށް އުރެދި ކާފަރުނުވާށޭ) ބުނެވިއްޖިއްޔާ އެމީހުންބުނެއެވެ. ހަމަކަށަވަރުން އަހުރެމެންނީ إصلاح ކުރާމީހުންނީމުއެވެ. (މިއީ މިޒަމާނުގެ އެމެރިކާނުންނާއި އެބާވަތުގެ އެންމެންގެ ބަސްހުންނަގޮތެވެ. އެތައް މުސްލިމުންނެއް މަރާ އެތައްތަނެއް ބަރުބާދުކުރަމުންވެސް މިއީ ޓެރަޒިޒަމްއާއި އިދިކޮޅަށްކުރާ އަދި ޓެރަރިޒަމް މަނާކުރަންކުރާ ހަނގުރާމަކަމުގައި ބުނަނީއެވެ. ތަފާތަކީ ކޮބައި ތޯއެވެ.)
أَلَا إِنَّهُمْ = ދަންނާށެވެ! ހަމަކަށަވަރުން އެމީހުން. هُمُ الْمُفْسِدُونَ = ފަސާދަކުރާމީހުންނަކީ ހަމަ އެއީއެވެ. (އެއީ ހަމަﷲ ގެ ކިޔަމަނުން ނުކުންނަ ބަޔަކެވެ.) وَلَـٰكِن لَّا يَشْعُرُونَ = އަދި އެހެނެއްކަމަކު އެމީހުންނަށް إحساس ވެސް ނުކުރެވެއެވެ.,(12) ދަންނާށެވެ! ކަނޑައެޅިގެން އެމީހުން އެއީ ހަމަ فاسد ންނެވެ. (ﷲ ގެ އުރެދުމުގައި އުޅޭ ޓެރަރިސްޓުންނެވެ.) އަދި އެކަމަކު އެމީހުންނަކަށް އެކަންވެސް إحْسَاس ނުވެއެވެ.
وَإِذَا قِيلَ لَهُمْ = އަދި އެމީހުންނަށް ބުނެވިއްޖެއްޔާ. آمِنُوا = ކަލޭމެން އީމާންވާށޭ. كَمَا آمَنَ النَّاسُ = މީސްތަކުންއީމާންވެގެންވާފަދައަކުން (މުއުމިނުން އީމާންވެގެންވާ ފަދައިން). قَالُوا = އެމީހުން ބުނާނެއެވެ. أَنُؤْمِنُ = އަހުރެމެން އީމާންވާނޭހެއްޔެވެ؟ كَمَا آمَنَ السُّفَهَاءُ = جاهل މޮޔަމީހުން އީމާންވާފަދައިން. أَلَا = ދަންނާށެވެ. إِنَّهُمْ هُمُ السُّفَهَاءُ = ހަމަކަށަވަރުން މޮޔަ جاهل ންނަކީ ހަމަ އެމީހުންނެވެ. وَلَـٰكِن لَّا يَعْلَمُونَ = އަދި އެކަމަކު އެގޮތް އެމީހުންނަކަށް ނޭނގެއެވެ.,(13) އަދި މީސްތަކުން އީމާންވާގޮތަށް (މުއުމިނުތަކުން އީމާންވާގޮތަށް) ކަލޭމެން އީމާންވާށޭ އެމީހުންނަށް ބުނެވިއްޖިއްޔާ އެމީހުން ބުނެއެވެ. މޮޔަ جاهل ން އީމާންވާގޮތަށް އަހުރެމެން އީމާންވާނޭހެއްޔެވެ؟ (އެމީހުންގެ އެބަހުން މުރާދުކުރަނީ أصْحَابُ ބޭކަލުންނާއި ދެންވެސް مؤمن ންނެވެ.) ދަންނާށެވެ. މޮޔަ جاهل ނަކީ ހަމައެމީހުންނެވެ. އަދި އެކަމަކު އެމީހުންނަކަށް އެގޮތެއްނޭގެއެވެ.
وَإِذَا لَقُوا الَّذِينَ آمَنُوا = އަދި އީމާންވީމީހުންނާ އެމީހުން ބައްދަލުވެއްޖެއްޔާ. قَالُوا آمَنَّا = އެމީހުން ބުނެއެވެ. އަހުރެމެން އީމާންވެއްޖައީމުއެވެ. وَإِذَا خَلَوْا = އަދި އެމީހުން އެކަނިވެއްޖިއްޔާ / އެހެންމީހުން ހުސްވެއްޖިއްޔާ. إِلَىٰ شَيَاطِينِهِمْ = އެމީހުންގެ شيطان ންތައްގާތަށް / އެކަހަލަ އެހެން منافق ންނާއި. قَالُوا = އެމީހުން ބުނެއެވެ. إِنَّا مَعَكُمْ = ހަމަކަށަވަރުން އަހުރެމެން މިވަނީ ކަލޭމެންނާއެކުގައެވެ. إِنَّمَا نَحْنُ = އަހުރެމެންވާކަން ކަށަވަރީ. مُسْتَهْزِئُونَ = (މުއުމިނުންނަށް) މަލާމާތްކުރާބަޔަކު ކަމުގައެވެ.,(14) އަދި އީމާންވީމީހުންނާއި އެމީހުން ބައްދަލުވެއްޖެއްޔާ އެމީހުން ބުނެއެވެ. އަހުރެމެން އީމާންވެއްޖައީމުއެވެ. އަދި އެމީހުންކަހަލަ އެހެން شَيْطَانُ ންނާއެކު އެމީހުން އެކަނިވެއްޖެއްޔާ އެމީހުން ބުނެއެވެ. ހަމަކަށަވަރުން އަހުރެމެންވަނީ ކަލޭމެންނާއެކުގައެވެ. (އަދި އަހުރެމެން މުއުމިނުންނާ ވާހަކަދައްކައިލީ) ހަމަކަށަވަރުން އެމީހުންނަށް މަލާމާތް ކުރުމުގެ ގޮތުންނެވެ.
اللَّهُ يَسْتَهْزِئُ بِهِمْ = ﷲ تعالى އެމީހުންނަށް މަލާމާތްކުރައްވައެވެ. (އެއީ އެކަލާނގެ ذَات ފުޅާއެކަށީގެންވާ ގޮތުގެ މަތީންނެވެ.) وَيَمُدُّهُمْ = އަދިއެކަލާނގެއެމީހުންދަމަހައްޓަވާނެއެވެ. فِي طُغْيَانِهِمْ = އެމީހުންގެ ނުކިޔަމަންތެރިކަމާއި މަގުފުރެދުމުގައި. يَعْمَهُونَ = حيران ވެ ދެފުށުއެޅޭ حال.,"(15) ﷲ އެމީހުންނަށް މަލާމާތްކުރައްވައެވެ. އަދި އެމީހުންގެ އެމަގުފުރެދުމުގައި ދެފުށުއެޅިއެޅިތިބޭ حَالُ އަނދިރިކުރައްވާފައި އެކަލާނގެ އެމީހުން ބައިތިއްބަވައެވެ.
• ދަންނައެވެ! ﷲގެ މަލާމާތްކުރެއްވުން އޮންނާނީ އެކަލާނގެ مُقَدَّس ذَات ފުޅާއި އެކަށީގެންވާގޮތުގެމަތީންނެވެ. އަދި ބައެއް مُفَسِّرُ ވިދާޅުވަނީ އޭގެ މާނައަކީ އެމީހުންކުރާ މަލާމާތަށް އެކަލާނގެ އެމީހުންނަށް އެކަމުގެ حَقّ އަދަބުދެއްވާނެ ވާހަކަ ކަމުގައެވެ. - والله أعلم."
أُولَـٰئِكَ الَّذِينَ = އެމީހުން އެއީ. اشْتَرَوُا الضَّلَالَةَ = މަގުފުރެދުންގަތް ބައެކެވެ. بِالْهُدَىٰ = [ތެދުމަގުދީފައި] / ތެދުމަގަށް. فَمَا رَبِحَت تِّجَارَتُهُمْ = ފަހެއެމީހުންގެ ވިޔަފާރީގައި ނަފާނުވިއެވެ. وَمَا كَانُوا = އަދި އެމީހުން ނުވިއެވެ. مُهْتَدِينَ = ތެދުމަގުލިބުނުބަޔަކުކަމުގައި.,(16) އެމީހުންނަކީ ތެދުމަގުދީފައި މަގުފުރެދުންގަތް ބައެކެވެ. ތެދުމަގުގެ ބަދަލުގައި މަގުފުރެދުން إخْتِيَارُ ކުރި ބައެކެވެ. އަދި އެމީހުން އެކުރި ވިޔާފާރީގައި އެމީހުންނަކަށް ނަފާއެއް ނުކުރިއެވެ. އަދި ތެދުމަގު ލިބިގެންވާ ބަޔަކުކަމުގައި އެމީހުންނެއް ނުވިއެވެ.
مَثَلُهُمْ = އެމީހުންގެ މިސާލަކީ. كَمَثَلِ الَّذِي اسْتَوْقَدَ نَارًا = އަލިފާނެއް އެންދިމީހެއްގެ މިސާލެވެ. فَلَمَّا أَضَاءَتْ = ފަހެ އަލިކޮށްލިހިނދުން. مَا حَوْلَهُ = އޭނާގެ ވަށައިގެންވާތަން. ذَهَبَ اللَّهُ بِنُورِهِمْ = ﷲ تعالى އެމީހުންގެ (ލޮލުގެ) އަލިކަން ގެންދަވައިފިއެވެ. وَتَرَكَهُمْ = އަދި އެކަލާނގެ އެމީހުން ދޫކުރައްވައި. فِي ظُلُمَاتٍ = އަނދިރިތަކަކަށް. لَّا يُبْصِرُونَ = އެމީހުންނަށް ނުފެންނާނޭ.,"(17) އެމީހުންގެ މިސާލަކީ އަލިފާންގަނޑެއް އެންދިމީހެއްގެ މިސާލެވެ. ފަހެ އެއަލިފާންގަނޑު ރޯވެ އެމީހާގެ ވަށައިގެންވާތަން އަލިކޮށްލިހިނދުން (އޭގެ އަލިގަދަކަމުން) ﷲ تعالى އެމީހުންގެ ލޮލުގެ އަލިކަން ގެންދަވައިފިއެވެ. އަދި އަނދިރިތަކެއްގައި ނުފެންނަގޮތަށް އެކަލާނގެ އެމީހުން ދޫކުރައްވައިފިއެވެ. އަނދިރީގައި ބައިތިއްބަވައިފިއެވެ.
زُبْدَةُ التَّفْسِيرُ ގައި ابنُ مَسْعُودُ އާއި އަދިވެސް ބައެއް آصحاب ބޭކަލުންގެ އަރިހުން ރިވާވެގެންވެއެވެ. نَبي ﷺ މަދީނާއަށް ވަޑައިގެންނެވުމާއި ގުޅިގެން ބަޔަކުމީހުން އިސްލާމްވިއެވެ. ދެން އޭގެ ފަހުގައި مُنَافِقُ ވީއެވެ. އެމީހުންގެ މިސާލެއްކަމުގައިވަނީ އަލިފާންގަނޑެއް ރޯކޮށް އެންދިމީހެއްގެ މިސާލެވެ. އަލިފާންގަނޑު އަލިކޮށްލުމުން އޭނާގެ ވަށައިގެންވާ ހުރިހާ ނުރައްކަލަކާ އުނދަގުލެއްފެނުނެވެ. އަދި ސަލާމަތްވާން ދާނެގޮތްވެސް އެނގުނެވެ. އެހެން ހުއްޓާ އަލިފާންގަނޑު ނިވުމުން ދެން ރައްކާތެރިވާން ދާނެ ނުދާނެތަނެއް ނޭނގޭކަމުގައިވިއެވެ. مُنَافِقُ ންވެސް އެފަދައެވެ. އޭނާވެސް ހުރީ شِرْكُ ގެ އަނދިރީގައެވެ. ދެން އިސްލާމްވުމުން حَلاَل އާއި حَرَام އަދި ހެވާއި ނުބައި އެނގި އޮޅުންފިލައްޖެއެވެ. ދެންއޭގެފަހުގައި އޭނާ ކާފަރުވީއެވެ. (އެތެރެފުށުން ކާފަރުކަން إخْتِيَارُ ކުރީއެވެ.)"
صُمٌّ بُكْمٌ = އެއީ ބީރު މަންމަންބައެކެވެ. عُمْيٌ = އަދި ކަނުބައެކެވެ. فَهُمْ لَا يَرْجِعُونَ = ފަހެއެމީހުންއެނބުރި رجوع އެއް ނުވާނެއެވެ. / رجوع ނުވެއެވެ.,(18) އެމީހުންނަކީ ބީރު މަންމަން އަދި ކަނުބައެކެވެ. އެމީހުން އެތިބިގޮތްނޫން އެހެންގޮތަކަށް އެނބުރި رُجُوع ނުވާނެއެވެ. (مُنَافِقُ ންނަކީ އެކަހަލަ ބައެކެވެ. ހެޔޮބަހެއް ނާހާނެއެވެ. حَقُّ ތެދުބަހެއް ނުބުނާނެއެވެ. ތެދު حقيقة ގެފަހުގައި އަލުންވެސް حَلاَل އެއް حَرَام އެއް އޮޅުންނުފިލާ ބަޔަކުކަމުގައި އެމީހުން ވެއްޖެއެވެ. والله أعلم.)
أَوْ كَصَيِّبٍ = ނުވަތަ ވިއްސާރަވިލާގަނޑެއް ފަދައެވެ. (އެފަދަ މިސާލެކެވެ.) مِّنَ السَّمَاءِ = އުޑުންއައި / މަތިންއައި. فِيهِ ظُلُمَاتٌ = އޭގައި އަނދިރިތަކެއްވާ. وَرَعْدٌ وَبَرْقٌ = އަދި ގުގުރިޔާއި ވިދުވަރުވާ. يَجْعَلُونَ أَصَابِعَهُمْ = އެމީހުންގެ އިނގިލިތައް އެމީހުން އަޅައި. / އެމީހުން އަޅައެވެ. فِي آذَانِهِم = އެމީހުންގެ ކަންފަތްތަކުގެ މަތީގައި. مِّنَ الصَّوَاعِقِ = ގަދައަޑުފަށާއި ހޮނުގެ ސަބަބުން. حَذَرَ الْمَوْتِ = މަރުވެދާނެތީ ބިރުން. وَاللَّهُ مُحِيطٌ = އަދި ﷲ تعالى ވަށައިގެންވޮޑިގެންވެއެވެ. / ދެނެވޮޑިގެންވެއެވެ. بِالْكَافِرِينَ = ކާފަރުންގެ ހުރިހާކަމެއް.,(19) ނުވަތަ (އެމީހުންގެ މިސާލަކީ) އުޑުންއައި ވާރޭވިލާގަނޑެއްގެ މިސާލެވެ. އެވިލާގަނޑުގައި އަނދިރިކަމާއި ގުގުރިޔާ ވިދުވަރުވެއެވެ. އަދި ގުގުރީގެ އަޑުގަދަކަމުން މަރުވެދާނެކަމުގެ ބިރަށް އެމީހުން އެމީހުންގެ ކަންފަތްތަކުގެ މަތީގައި އެމީހުންގެ އިނގިލިތައް އަޅަނީއެވެ. އަދި ﷲ އީ ކާފަރުންގެ ވަށައިގެންވާ ކަލާނގެއެވެ. (އެބަހީ: އެމީހުންގެ ހުރިހާކަމެއް އެކަލާނގެ ދެނެވޮޑިގެންވެއެވެ.)
يَكَادُ الْبَرْقُ = ވިދުވަރުގާތްވެގެންވެއެވެ. يَخْطَفُ أَبْصَارَهُمْ = އެމީހުންގެ ލޯތައްޖަހައިގަތުމަށް. كُلَّمَا أَضَاءَ لَهُم = އެމީހުންނަށް އަލިކޮށްލި ކޮންމެ ހިނދެއްގައި. مَّشَوْا فِيهِ = އެއަލިކަމުގައި އެމީހުން ހިނގައިގަނެއެވެ. وَإِذَا أَظْلَمَ عَلَيْهِمْ = އަދިއެމީހުންގެ މައްޗަށް އަނދިރިވެއްޖެއްޔާ. قَامُوا = އެމީހުން ހުއްޓިތިބެއެވެ. وَلَوْ شَاءَ اللَّهُ = އަދި ﷲ އެދިވޮޑިގެންނެވިނަމަ. لَذَهَبَ بِسَمْعِهِمْ = އެމީހުންގެއިވުން އެކަލާނގެ ގެންދަވައިފީހެވެ. وَأَبْصَارِهِمْ = އަދި އެމީހުންގެ ލޯތަކާއި (އެމީހުންގެ ފެނުންތަކާއި). إِنَّ اللَّهَ = ހަމަކަށަވަރުން ﷲ تعالىއީ. عَلَىٰ كُلِّ شَيْءٍ = ކޮންމެކަމެއްގެ މައްޗަށް. قَدِيرٌ = ކުޅަދުންވަންތަވެ ވޮޑިގެންވާ ރަސްކަލާނގެއެވެ.,(20) ވިދުވަރުގެ ގަދަކަމުން އެމީހުންގެ ލޮލުގެ އަލިކަން ޖަހައިގަތުން ގާތްވެގެންވެއެވެ. އަދި އަލިވެގަންނަ ކޮންމެހިނދެއްގައި އެއަލިކަމުގެތެރޭގައި ހިނގައިގަނެއެވެ. (އަދި ވިދައިގަތުންގޮސް) އަނދިރިވެގަތީމާ (ދާންނޭނގިގެން) ހުއްޓިތިބެއެވެ. އަދި ﷲ އިރާދަކުރެއްވިނަމަ އެމީހުންގެ އިވުމާއި ފެނުންވެސް އެކަލާނގެ ގެންދަވައިފީހެވެ. ހަމަކަށަވަރުން ﷲ تعالىއީ ކޮންމެކަމެއްގެ މައްޗަށް ކުޅަދުންވަންތަވެވޮޑިގެންވާ ކަލާނގެއެވެ. (މިއީވެސް މިސާލެކެވެ. މިމިސާލު ތަރުޖަމާ ކުރެއްވި ބައެއްބޭކަލުން ވިދާޅުވަނީ: އުޑުންވެހުނު ވާރޭވިލާގަނޑަކީ ﷲ ބާވައިލެއްވި ކީރިތި قرآن އެވެ. އޭގައިހުރި އަނދިރިކަމާއި ގުގުރިޔާ ވިދުވަރަކީ، مُنَافِقُ ންނާއި ބެހޭގޮތުން އައިސްފައިވާ ބިރުވެރި خَبَرُ ތަކާއި އެމީހުންނަށްހުރި ﷲ ގެ ކޯފާއާއި عَذَاب އެވެ. އެހެންވެ އެއަޑުނާހާންވެގެން އެމީހުންގެކަންފަތްތަކުގައި އިނގިލިއަޅަނީއެވެ. ހޮނުގުގުރިޔަށްވުރެ އޭގެ އަޑު އެމީހުންނަށް މާބިރުވެރިއެވެ. އަދި ވިދައިގަންނަހިނދު އެމީހުންގެ ލޯތައް ޖަހައިގަންނަން ގާތްވާކަމުގެ ވާހަކައަކީ مُنَافِقُ ންނާބެހޭގޮތުން قرآن ގައިވާ مُحْكَمُ އާޔަތްތަކުން އެމީހުން فضيحة ވެ ބޭޒާރުވަމުންދާލެއް ބާރުކަމުން ލޯހުޅުވާ ބަލައިލަންވެސް ނުކެރޭހާވަރުވާ ވާހަކައެވެ. އަދި އަލިވާ ކޮންމެހިނދެއްގައި ހިނގައިގަނެއޭ އޮތްބަސްފުޅުން މުރާދުކުރައްވަނީ އެމީހުންގެ (އެބަހީ: އިސްލާމުންގެ) މުދަލާއި ދަރިންގިނަވެ އިސްލާމުންނަށް فتح އާއި غَنِيْمَة މުދާގިނަވީމާބުނެއެވެ. އާނ مُحَمَّد ގެފާނުންގެ ދީންތެދެވެ. ދެން އޭގެފަހަތުން ދެއެވެ. އަދި އަނދިރިވީމާ ހުއްޓިތިބޭކަމުގެ މުރާދުކުރައްވަނީ އެމީހުންގެ މުދަލާއި ދަރީންމަދުވެ އުނދަގުލާއި مُصِيْبَة ޖެހުނީމާ ބުނެއެވެ. މިއީ مُحَمَّدގެފާނުންގެ دِيْنُ ގެ ސަބަބުންނެވެ. ދެން މުރުތައްދުވެ ކާފަރުކަންމަތީ قَائم ވެތިބެއެވެ. މިއެވެ. زُبْدَةُ التفسير ގައި މި ތަރުޖަމާ ބަޔާންވެގެންވެއެވެ.)
يَا أَيُّهَا النَّاسُ = އޭ މީސްތަކުންނޭވެ! اعْبُدُوا رَبَّكُمُ = ކަލޭމެން ކަލޭމެންގެ رَبّ އަށް އަޅުކަންކުރާށެވެ. الَّذِي خَلَقَكُمْ = އެކަލާނގެއީ ކަލޭމެން ހެއްދެވި ކަލާނގެއެވެ. وَالَّذِينَ مِن قَبْلِكُمْ = އަދި ކަލޭމެންގެ ކުރީގެ މީހުންނާއި. لَعَلَّكُمْ تَتَّقُونَ = ކަލޭމެން تقوى ވެރި ވުމަށްޓަކައި.,(21) އޭ މީސްތަކުންނޭވެ! ކަލޭމެންނާއި އަދި ކަލޭމެންގެ ކުރީގެ މީސްތަކުންވެސް ހެއްދެވި ކަލޭމެންގެ رَبّ އަށް ކަލޭމެން އަޅުކަންކުރާށެވެ! އެއީ ކަލޭމެން تقوى ވެރިވުމަށްޓަކައެވެ. / ތަޤްވާވެރިވުމުގެ އުއްމީދުގައެވެ.
الَّذِي = އެކަލާނގެއެވެ. جَعَلَ لَكُمُ = ކަލޭމެންނަށްޓަކައިލެއްވީ. الْأَرْضَ فِرَاشًا = ބިންގަނޑުތަންމައްޗެއްކަމުގައި. وَالسَّمَاءَ بِنَاءً = އަދި އުޑު ބިނާއެއްކަމުގައި. ގެއެއްކަމުގައި. وَأَنزَلَ = އަދި އެކަލާނގެ ބާވައިލެއްވިއެވެ. مِنَ السَّمَاءِ مَاءً = އުޑުން ފެން. فَأَخْرَجَ بِهِ = ފަހެ އެފެނުން އެކަލާނގެ ނެރުއްވިއެވެ. مِنَ الثَّمَرَاتِ = މޭވާއިން (މޭވާގެވައްތަރުތައް)، ގަހުގެ މަތިވަރު. رِزْقًا لَّكُمْ = ކަލޭމެންނަށްވާ رِزْق އެއްގެގޮތުން. فَلَا تَجْعَلُوا لِلَّهِ = ފަހެ އެހެންވެ ކަލޭމެން ﷲ އަށް ނުލާށެވެ. (ﷲ އާއިއެކު إختيار ނުކުރާށެވެ.) أَندَادًا = ބައިވެރިންތަކެއް شَرِيكُ ންތަކެއް. وَأَنتُمْ تَعْلَمُونَ = ކަލޭމެން ދެނެތިބި ޙާލު.,(22) އެކަލާނގެއީ ކަލޭމެންނަށްޓަކައި ބިންގަނޑު ތަންމައްޗެއްކަމުގައި އަދި އުޑު އެއީ ބިނާއެއްކަމުގައި ލެއްވި ކަލާނގެއެވެ. އަދި އުޑުން އެކަލާނގެ ފެންބާވައިލެއްވިއެވެ. ވެއްސެވިއެވެ. އަދި އެފެނުން ކަލޭމެނަށްވާ رِزْق އެއްގެގޮތުން އެކަލާނގެ މޭވާގެ ބާވަތްތައް (ގަސްގަހާގެހީގެތަކެތި) ނެރުއްވިއެވެ. ފަހެ އެހެންވެ ކަލޭމެން ﷲ އަށް شريك ންތަކެއް، ބައިވެރިންތަކެއް ކަލޭމެން ރަނގަޅަށް ދެނެތިބި حال ބައިވެރިކޮށް ނުހަދާށެވެ! ބައިވެރިނުކުރާށެވެ! إختيار ނުކުރާށެވެ!
